doc_id,title,source,url,word_count,char_count,raw_path,cleaned_path,locations,persons,organizations,heritage_types,domains,time_period,region,tangibility,cluster
61,List of heritage buildings in Vancouver,Unknown,https://en.wikipedia.org/wiki/List_of_heritage_buildings_in_Vancouver,553,3978,data/raw\048_List of heritage buildings in Vancouver.json,data/cleaned data\.\048_List of heritage buildings in Vancouver.txt,"['Vancouver', 'the City of Vancouver', 'British Columbia', 'Canada', 'Gastown', 'Province']","['Schedule', 'Buildings', 'Vancouver Heritage\nExternal', 'Heritage Branch', 'Vancouver Heritage - Chinatown Structures Unofficial', 'Vancouver Heritage - Gastown Structures Unofficial']","['Group H', 'Group', 'Group S', 'Vancouver Heritage Register', 'Historic Places', 'Federal, Provincial and Territorial Collaboration', 'Canadian Register of Historic Places', 'Vancouver Heritage Registry']","['architecture', 'site']","['cultural', 'architectural', 'religious']",modern,unknown,tangible,-1
62,Heritage buildings of Department of Posts,Unknown,https://en.wikipedia.org/wiki/Heritage_buildings_of_Department_of_Posts,262,1737,data/raw\049_Heritage buildings of Department of Posts.json,data/cleaned data\.\049_Heritage buildings of Department of Posts.txt,"['India', 'Kolkata', 'Mumbai']","['John Begg', 'the Gol Gumbaz of Bijapur']","['Department of Posts\nIndia Post', 'India Post', 'Mumbai General Post Office', 'The Mumbai General Post Office', 'GPO', 'Indo-Saracenic', 'Kolkata General Post Office', 'the Kolkata General Post Office', 'the Indian National Trust for Art and Cultural Heritage', 'INTACH', 'the Department of Posts', 'Indian National Trust']","['architecture', 'art']","['architectural', 'cultural', 'military']",modern,india,tangible,-1
63,List of oldest buildings in Canada,Unknown,https://en.wikipedia.org/wiki/List_of_oldest_buildings_in_Canada,919,5940,data/raw\049_List of oldest buildings in Canada.json,data/cleaned data\.\049_List of oldest buildings in Canada.txt,"['Canada', 'Alberta', 'Fort Chipewyan', 'Calgary', 'Edmonton', 'British Columbia', 'Manitoba', 'New Brunswick', 'Nova Scotia', 'Prince Edward Island', 'New France', 'Newfoundland', 'Labrador', 'Northwest Territories', 'Nunavut', 'Ontario', 'Markham', 'Toronto', 'Quebec', 'France']","['Samuel de Champlain', 'Harold D. A History of', 'Hill', 'Baker', 'Marilyn', 'Edwards']","['the North West Company', 'Fort Vermilion', 'United Empire Loyalists', 'the Great Expulsion', 'the New England Planters', 'Trois-Rivières', 'Capitale-Nationale', 'the Ministry of Culture and Communication of Quebec', 'Yukon', 'Oxford University Press', 'Archives Canada', 'Hyperion Press', 'Cameron', 'Stanley', 'Houses of Parliament', 'Film Board of Canada\nDenby & Kilbourn', 'Toronto Observed', 'History', 'Asi']","['architecture', 'site']","['architectural', 'cultural', 'military']",ancient,unknown,tangible,-1
64,Heritage buildings of Department of Posts,Unknown,https://en.wikipedia.org/wiki/Heritage_buildings_of_Department_of_Posts,262,1737,data/raw\050_Heritage buildings of Department of Posts.json,data/cleaned data\.\050_Heritage buildings of Department of Posts.txt,"['India', 'Kolkata', 'Mumbai']","['John Begg', 'the Gol Gumbaz of Bijapur']","['Department of Posts\nIndia Post', 'India Post', 'Mumbai General Post Office', 'The Mumbai General Post Office', 'GPO', 'Indo-Saracenic', 'Kolkata General Post Office', 'the Kolkata General Post Office', 'the Indian National Trust for Art and Cultural Heritage', 'INTACH', 'the Department of Posts', 'Indian National Trust']","['architecture', 'art']","['architectural', 'cultural', 'military']",modern,india,tangible,-1
65,List of oldest buildings in Canada,Unknown,https://en.wikipedia.org/wiki/List_of_oldest_buildings_in_Canada,919,5940,data/raw\050_List of oldest buildings in Canada.json,data/cleaned data\.\050_List of oldest buildings in Canada.txt,"['Canada', 'Alberta', 'Fort Chipewyan', 'Calgary', 'Edmonton', 'British Columbia', 'Manitoba', 'New Brunswick', 'Nova Scotia', 'Prince Edward Island', 'New France', 'Newfoundland', 'Labrador', 'Northwest Territories', 'Nunavut', 'Ontario', 'Markham', 'Toronto', 'Quebec', 'France']","['Samuel de Champlain', 'Harold D. A History of', 'Hill', 'Baker', 'Marilyn', 'Edwards']","['the North West Company', 'Fort Vermilion', 'United Empire Loyalists', 'the Great Expulsion', 'the New England Planters', 'Trois-Rivières', 'Capitale-Nationale', 'the Ministry of Culture and Communication of Quebec', 'Yukon', 'Oxford University Press', 'Archives Canada', 'Hyperion Press', 'Cameron', 'Stanley', 'Houses of Parliament', 'Film Board of Canada\nDenby & Kilbourn', 'Toronto Observed', 'History', 'Asi']","['architecture', 'site']","['architectural', 'cultural', 'military']",ancient,unknown,tangible,-1
66,Heritage structures in Chennai,Unknown,https://en.wikipedia.org/wiki/Heritage_structures_in_Chennai,1129,7548,data/raw\051_Heritage structures in Chennai.json,data/cleaned data\.\051_Heritage structures in Chennai.txt,"['Pallavas', 'India', 'Kolkata', 'Grade III', 'Marina beach', 'Tamil Nadu', 'Chennai']","['Chennai', 'Grades', 'Grade II', 'Kalas Mahal', 'Grade I,']","['Chennai\nChennai', 'CMA', 'the Justice E. Padmanabhan', 'The Tamil Nadu Assembly', 'the Heritage Commission Act', 'Town and Country Planning', 'Tamil Nadu Heritage Conservation Act', 'Chennai Metropolitan Development Authority', 'Heritage Conservation Committee', 'the Chennai Metropolitan Area', 'Heritage Commission', 'the Chennai Metropolitan Development Authority', 'HCC', 'CMDA', 'The Heritage Conservation Committee', 'the College of Engineering Guindy', 'Anna University', 'Madras High Court', 'General Post Office', 'Music and Dance College']","['architecture', 'site']","['cultural', 'architectural', 'religious']",medieval,south,tangible,-1
67,Heritage Bank,Unknown,https://en.wikipedia.org/wiki/Heritage_Bank,1184,7720,data/raw\052_Heritage Bank.json,data/cleaned data\.\052_Heritage Bank.txt,"['Australia', 'Toowoomba', 'Queensland', 'New South Wales', 'Castle Hill']","['Russell', 'Neil Streets', 'Heritage Plaza', 'Heritage', 'Plaza Tower']","['Heritage Bank', 'People’s Choice Limited', 'the Customer Owned Banking Association', 'The Toowoomba Permanent Building Society', 'Darling Downs Building Society', 'Toowoomba Permanent Building Society', ""Downs Building Society's"", 'Ruthven Street', 'the Heritage Building Society', 'Heritage', 'Crows Nest', 'the Heritage Bank', ""People's Choice Credit Union"", ""People's Choice Ltd"", 'People First Bank', ""Heritage Bank's"", 'Allianz', 'Bridges Financial Services', 'Bank', 'Institution']","['architecture', 'art']","['cultural', 'royal', 'architectural']",unknown,unknown,tangible,-1
68,List of destroyed heritage,Unknown,https://en.wikipedia.org/wiki/List_of_destroyed_heritage,15929,100669,data/raw\053_List of destroyed heritage.json,data/cleaned data\.\053_List of destroyed heritage.txt,"['Africa', 'Egypt', 'Alexandria', 'Libya', 'Derna', 'Tripoli', 'Merina Kingdom', 'the British Empire', 'Benin City', 'the Kingdom of Benin', 'South Africa', 'Cape', 'Sudan', 'Warsaw', 'Poland', 'Khartoum', 'Hampi', 'Nalanda', 'Delhi', 'Gujarat']","['Palmyrene', 'Lake Nasser', 'Mali', 'Mostert', 'Mill', 'Ray Alexander Simons', 'Aurangzeb']","['The Lighthouse of Alexandria', 'the Seven Wonders of the Ancient World', 'Villa Aghion', 'the Temple of Gerf Hussein', 'Zuhayr ibn Qays', 'the As-Sahabah Mosque', 'the Rova of Antananarivo', 'the World Heritage Site of Timbuktu', 'the University of Cape Town', ""the Library's Reading Room"", 'the African Studies Published Print Collection', 'the African Studies Film Collection', 'the National Museum of Sudan', 'the Rapid Support Forces', 'Asi', 'Mughal', 'Vijayanagara', 'Sultanate', 'Chola', 'Unesco']","['monument', 'architecture']","['religious', 'cultural', 'military']",ancient,north,tangible,-1
69,Listed building,Unknown,https://en.wikipedia.org/wiki/Listed_building,5021,33054,data/raw\053_Listed building.json,data/cleaned data\.\053_Listed building.txt,"['the United Kingdom', 'England', 'Scotland', 'Wales', 'Northern Ireland', 'the Republic of Ireland', 'Ireland', 'Stonehenge']","['Historic England', 'Historic Environment', 'Beatles', 'Background']","['the Historic Environment Division', 'the Planning and Development Act 2000', 'Ancient', 'the Ancient Monuments Protection Act', 'the Royal Institute of British Architects', 'the Society for the Protection of Ancient Buildings', 'Treasury', 'Asi']","['architecture', 'art']","['architectural', 'cultural', 'military']",ancient,india,tangible,-1
70,Temple,Unknown,https://en.wikipedia.org/wiki/Temple,4509,28281,data/raw\054_Temple.json,data/cleaned data\.\054_Temple.txt,"['Ambalam', 'Devalaya', 'Devakula', 'Devagiriha', 'Degul', 'Agra', 'Bihar', 'Tamil Nadu', 'Bodh Gaya', 'Ellora Caves', 'Ajanta Caves', 'Maharashtra']","['gurudwara', 'Zoroastrianism', 'Shinto', 'Mandira', 'Gudi', 'Kavu', 'Raul', 'Devasthana', 'Deva Mandiraya', 'Devalayam', 'Nagara', 'Gautama Buddha']","['Ancient', 'Ancient Greek', 'the Baháʼí Faith', 'Baháʼí House of Worship', 'Islam', 'mosques', 'Judaism', 'Ancient Rome', 'Alayam', 'Koil', 'Kovil, Déul', 'Asi']","['monument', 'architecture']","['religious', 'architectural', 'cultural']",ancient,south,tangible,-1
71,List of Ancient Greek temples,Unknown,https://en.wikipedia.org/wiki/List_of_Ancient_Greek_temples,1155,7319,data/raw\055_List of Ancient Greek temples.json,data/cleaned data\.\055_List of Ancient Greek temples.txt,"['Greece', 'the Aegean Islands', 'Asia Minor', 'Sicily', 'Italy', 'Athens', 'Agrigento', 'the Temple of Zeus', 'Didyma', 'the Temple on the Ilissus', 'Parthenon']","['Magna Graecia', 'Doric', 'Distyle', 'Amphiprostyle']","['Ionic', 'Temple of Olympian Zeus', 'the Doric Temple of Olympian Zeus', 'Olympia', 'the Temple of Apollo', 'antis', 'the Temple of Nemesis', 'Apollo at Didyma', 'Asi']","['monument', 'architecture']","['religious', 'archaeological', 'architectural']",ancient,unknown,tangible,-1
72,Roman temple,Unknown,https://en.wikipedia.org/wiki/Roman_temple,4556,28545,data/raw\056_Roman temple.json,data/cleaned data\.\056_Roman temple.txt,"['Italy', 'Greece', 'Rome', 'Pantheon', 'Chennai']","['Roman', 'Honorius', 'Santi Cosma']","['mosques', 'Asi']","['monument', 'architecture']","['religious', 'architectural', 'cultural']",ancient,india,tangible,-1
73,Megalithic Temples of Malta,Unknown,https://en.wikipedia.org/wiki/Megalithic_Temples_of_Malta,3040,18395,data/raw\057_Megalithic Temples of Malta.json,data/cleaned data\.\057_Megalithic Temples of Malta.txt,"['Malta', 'Earth', 'Turkey', 'Qrendi', 'Mġarr', 'Tirix']","['Ġgantija', 'Ħaġar Qim', 'Mnajdra', 'Skorba Temples', 'Żebbiegħ', 'Tarxien Temples', 'Qim', 'Joseph Aquilina', 'Bronze Age', 'Neolithic', 'Temi Żammit']","['Göbekli Tepe', 'UNESCO World Heritage Site', 'UNESCO Committee', ""Ta' Ħaġrat Temples"", 'Tarxien', 'Heritage Malta', ""Ta' Ħaġrat"", 'Giants', 'Skorba', 'the Tarxien Bronze Age', 'Żammit', 'Chola', 'Unesco']","['monument', 'site']","['religious', 'cultural', 'archaeological']",ancient,unknown,tangible,-1
74,Egyptian temple,Unknown,https://en.wikipedia.org/wiki/Egyptian_temple,10474,65270,data/raw\058_Egyptian temple.json,data/cleaned data\.\058_Egyptian temple.txt,"['Egypt', 'Prehistoric Egypt', 'New Kingdom', 'the Roman Empire', 'Europe']",[],"['Egyptology', 'Asi', 'Chola', 'Unesco']","['monument', 'tradition']","['religious', 'royal', 'cultural']",ancient,unknown,tangible,-1
75,List of ancient Roman temples,Unknown,https://en.wikipedia.org/wiki/List_of_ancient_Roman_temples,1855,11758,data/raw\059_List of ancient Roman temples.json,data/cleaned data\.\059_List of ancient Roman temples.txt,"['Rome', 'the Roman Empire', 'Spain', 'Cordoba', 'Barcelona', 'Faustina', 'Santa Maria', 'Cosmedin', 'Palestrina', 'Bellona', 'Ostia', 'Vesta', 'Tivoli', 'Assisi', 'Pozzuoli', 'Croatia', 'Diocletian', 'Palace', 'Split', 'France']","['Roman', 'Pula', 'Campus Martius\nTemple of Hercules Victor', 'Nymphaeum', 'Diana', 'Brescia', 'Armenia\nGarni Temple\nCroatia\nTemple of Augustus', 'Maison', 'Jerash', 'Dougga', 'Ruins', 'Maiden Castle,', 'Bath', 'Queen Victoria Street', 'Liber', 'Libera', 'Aventine Hill\nTemple of Castor', 'Magna Mater']","['Vic', 'Roman Forum', 'the Temple of Minerva Medica\nTemple of Portunus', 'the Temple of Fortuna Virilis', 'the Temple of Hercules Victor\nTemple of Romulus', 'Roman Forum\nItaly', 'Fortuna Primigenia', 'Temple of Apollo (Pompeii', 'Temple of Diana Umbronensis', 'Capitolium of Brixia', 'Temple of Minerva', 'Temple of Augustus', 'Temple of Jupiter', 'Château-Bas', 'Nîmes', 'Jordan\nTemple of Artemis', 'Temple of Claudius', 'Colchester', 'Colchester Castle', 'Romano-Celtic']","['monument', 'art']","['religious', 'cultural', 'archaeological']",ancient,unknown,tangible,-1
76,Ancient Greek temple,Unknown,https://en.wikipedia.org/wiki/Ancient_Greek_temple,12396,77625,data/raw\060_Ancient Greek temple.json,data/cleaned data\.\060_Ancient Greek temple.txt,"['Southwest Asia', 'North Africa', 'Athens', 'the Persian Empire', 'Egyptia']","['Ptolemaic', 'Poseidon Soter']","['Ancient Greek', 'Asi', 'Chola']","['monument', 'architecture']","['religious', 'architectural', 'cultural']",ancient,west,tangible,-1
77,Hindu temple,Unknown,https://en.wikipedia.org/wiki/Hindu_temple,9940,64047,data/raw\060_Hindu temple.json,data/cleaned data\.\060_Hindu temple.txt,"['Devasthanam', 'artha', 'kama', 'Sanskrit', 'South Asia', 'India', 'Nepal', 'Bangladesh', 'Pakistan', 'Sri Lanka', 'Philippines', 'Cambodia', 'Vietnam', 'Malaysia', 'Indonesia', 'Canada', 'Fiji', 'France', 'Guyana', 'Kenya']","['Vedic', 'Vāstu Śāstras', 'Mauritius', 'Mahavira']","['Mandir', 'Kovil', 'moksha', 'Bṛhat Saṃhitā', 'The Swaminarayanan Akshardham', 'Maurya', 'Pallava', 'Asi', 'Sultanate', 'Gupta', 'Chalukya', 'Chola', 'Archaeological Survey Of India', 'Unesco']","['monument', 'architecture']","['religious', 'cultural', 'architectural']",ancient,north,tangible,-1
78,Ancient Greek temple,Unknown,https://en.wikipedia.org/wiki/Ancient_Greek_temple,12396,77625,data/raw\061_Ancient Greek temple.json,data/cleaned data\.\061_Ancient Greek temple.txt,"['Southwest Asia', 'North Africa', 'Athens', 'the Persian Empire', 'Egyptia']","['Ptolemaic', 'Poseidon Soter']","['Ancient Greek', 'Asi', 'Chola']","['monument', 'architecture']","['religious', 'architectural', 'cultural']",ancient,west,tangible,-1
79,Hindu temple,Unknown,https://en.wikipedia.org/wiki/Hindu_temple,9940,64047,data/raw\061_Hindu temple.json,data/cleaned data\.\061_Hindu temple.txt,"['Devasthanam', 'artha', 'kama', 'Sanskrit', 'South Asia', 'India', 'Nepal', 'Bangladesh', 'Pakistan', 'Sri Lanka', 'Philippines', 'Cambodia', 'Vietnam', 'Malaysia', 'Indonesia', 'Canada', 'Fiji', 'France', 'Guyana', 'Kenya']","['Vedic', 'Vāstu Śāstras', 'Mauritius', 'Mahavira']","['Mandir', 'Kovil', 'moksha', 'Bṛhat Saṃhitā', 'The Swaminarayanan Akshardham', 'Maurya', 'Pallava', 'Asi', 'Sultanate', 'Gupta', 'Chalukya', 'Chola', 'Archaeological Survey Of India', 'Unesco']","['monument', 'architecture']","['religious', 'cultural', 'architectural']",ancient,north,tangible,-1
80,List of forts in Florida,Unknown,https://en.wikipedia.org/wiki/List_of_forts_in_Florida,1503,9049,data/raw\062_List of forts in Florida.json,data/cleaned data\.\062_List of forts in Florida.txt,"['Florida', 'U.S.', 'Fort Marion', 'Fort Ann', 'Dade', 'Tennessee', 'Fort Armstrong', 'the Wahoo Swamp', 'fort', 'Fort Columbia', 'Fort Barker', 'Fort Birch', 'Fort Blount', 'Fort Butler', 'Fort Caben - Second', 'Fort Call - Second', 'Fort Caroline', 'Fort Carroll', 'Fort Casey', 'Fort Center']","['De Quesada', 'Cantonment Clinch', 'Fort Foster', 'Fort Armstrong', 'Bushnell', 'Francis L. Dade', 'Robert Armstrong', 'Keith Call', 'Fort Barnwell - Second', 'Fort Barrancas', 'Fort Basinger - Second', 'Fort Brooks - Second', 'Fort Christian -', 'Egmont Key', 'Fort De Soto', 'Fort Denaud', 'LaBelle', 'Fort Mellon', 'Fort Foster - Established', 'William Lindsay']","['Pensacola', 'Camp Daniels', 'Pensacola\nCastillo de San Marcos', 'U.S. National Monument', 'Frostproof, Polk County', 'U.S. Army', 'Fort Chokkonickla', 'Fort Cross', 'Fort Duncan McRee', 'Addison Blockhouse', 'Fort Hooker', 'Fort K', 'Asi', 'Chola']","['monument', 'art']","['military', 'cultural', 'royal']",medieval,unknown,tangible,-1
81,List of forts,Unknown,https://en.wikipedia.org/wiki/List_of_forts,1253,8458,data/raw\063_List of forts.json,data/cleaned data\.\063_List of forts.txt,"['Fort', 'Fort Worth', 'Texas', 'United States', 'Aruba', 'Australia', 'Bahamas', 'Antwerp', 'Meuse River', 'Brazil', 'Bulgaria', 'Cuba', 'San Salvador de la', 'Beekenburg', 'Fort Amsterdam', 'Canada', 'Spain', 'the United States', 'British Columbia', 'Manitoba']","['Antigua', 'Barbuda', 'Fort Zoutman', 'Sydney Harbour', 'Bermuda', 'Rupert', 'Kakumäe', 'Séré de Rivières', 'Alpine Line']","['Juwana Morto', 'Namur\nNamur', ""Hudson's Bay Company"", 'First Nations', 'the North West Company', 'log enclosures', 'the Dominion Police', 'the Royal Canadian Mounted Police', 'the North-West Mounted Police', 'Taku Forts', 'Maginot Line', 'Fort de Mut']","['monument', 'art']","['military', 'cultural', 'royal']",modern,india,tangible,-1
82,List of forts in the United States,Unknown,https://en.wikipedia.org/wiki/List_of_forts_in_the_United_States,2346,14765,data/raw\064_List of forts in the United States.json,data/cleaned data\.\064_List of forts in the United States.txt,"['the United States', 'Alabama', 'Fort Carney', 'Fort Claiborne', 'Fort Dale', 'Fort Decatur', 'Fort Easley', 'Fort Gaines', 'Fort Landrum', 'Fort Leslie', 'Fort Likens', 'Fort McClellan', 'Fort Sinquefield', 'Fort Stoddert', 'Fort Strother', 'Alaska', 'Fort Abercrombie', 'Fort Egbert', 'Fort Gibbon', 'Fort Raymond']","['Fort Condé', 'Fort Glass', 'Fort Hampton', 'Fort Jackson', 'Fort Madison', 'Fort Montgomery', 'Fort Morgan', 'Fort Toulouse', 'Fort Williams', 'Fort Davis', 'Fort Greely', 'Fort Randall', 'Fort William H. Seward', 'Fort Lowell', 'Fort Verde', 'Fort Whipple', 'Fort Carlos III', 'Fort Chaffee', 'Fort Smith', 'Fort Miles']","['Fort Apache', 'Fort Curtis', 'Fort du Pont', 'Fort Saulsbury', 'Schofield Barracks', 'the Northwest Indian War', 'Fort St. Philip\nMaine', 'Fort Gorges', 'Fort Halifax', 'Fort Armistead', 'Asi', 'Chola']","['monument', 'art']","['military', 'cultural', 'religious']",medieval,india,tangible,-1
83,Hill Forts of Rajasthan,Unknown,https://en.wikipedia.org/wiki/Hill_Forts_of_Rajasthan,1473,8674,data/raw\065_Hill Forts of Rajasthan.json,data/cleaned data\.\065_Hill Forts of Rajasthan.txt,"['Rajasthan', 'India', 'Rajsamand', 'Ranthambore', 'Gagron Fort', 'Jhalawar', 'Jaipur', 'the Aravalli Range', 'Jodhpur', 'Mehrangarh', 'Chittor Fort', 'Chittod Fort', 'Mewar', 'the Berach River', 'Chitrakut', 'fort', 'Red Fort', 'Amber Fort', 'Delhi']","['Kumbhalgarh Fort', 'Amer Fort', 'Jaisalmer Fort', 'Rajasthan', 'Desert Forts', 'Junagarh Fort', 'Jaisalmer', 'Chitrangada Mori', 'Bhima', 'Bhimlat Kund', 'Jaimal Patta', 'Akbar']","['Hill Forts', 'The Hill Forts of', 'UNESCO World Heritage Site', 'Chittorgarh', 'The ""Hill Forts of Rajasthan', 'UNESCO', 'The State Party of Rajasthan', 'Hilltop Forts, Water Forts', 'Forest Forts', 'the Hilltop Forts of', 'Heritage', 'the Archaeological Survey of', 'The State party', 'Rajput Fortifications', 'Mori Rajput', 'Maurya', 'Asi', 'Rajput', 'Sultanate', 'Archaeological Survey Of India']","['monument', 'site']","['military', 'cultural', 'royal']",ancient,north,tangible,-1
84,List of forts in Pakistan,Unknown,https://en.wikipedia.org/wiki/List_of_forts_in_Pakistan,83,538,data/raw\066_List of forts in Pakistan.json,data/cleaned data\.\066_List of forts in Pakistan.txt,"['Pakistan', 'Islamabad']","['Hasan', 'S. Khurshid', 'Quaid-i-Azam University']","['UNESCO World Heritage Sites', 'Historical Forts', 'PDF', 'National Institute of Historical & Cultural Research Centre of Excellence', 'Unesco']","['monument', 'art']","['military', 'cultural', 'religious']",unknown,unknown,tangible,-1
85,Spitbank Fort,Unknown,https://en.wikipedia.org/wiki/Spitbank_Fort,860,5023,data/raw\067_Spitbank Fort.json,data/cleaned data\.\067_Spitbank Fort.txt,"['Portsmouth', 'England']","['Spit Fort', 'E. H. Stewart', 'W. F. D. Jervois', 'Horse Sand', 'Jeremy Beadle']","['Royal Commission', 'Palmerston Forts', 'Solent', ""No Man's Land Fort"", 'Portsmouth', 'The Ministry of Defence', ""Ant & Dec's"", 'Spitbank', 'Scheduled Ancient Monument', 'Clarenco Forts', 'Driver/Nothing for Free', 'YouTube', 'Fortify Solent', 'Palmerston Forts Society']","['monument', 'art']","['military', 'cultural', 'architectural']",ancient,unknown,tangible,-1
86,Tourism in Rajasthan,Unknown,https://en.wikipedia.org/wiki/Tourism_in_Rajasthan,1292,8185,data/raw\067_Tourism in Rajasthan.json,data/cleaned data\.\067_Tourism in Rajasthan.txt,"['Rajasthan\nRajasthan', 'India', 'Jaipur', 'Pink City', 'The Walled City of Jaipur', 'Jodhpur', 'Rajasthan', 'Pichola Lake', 'Windows', 'Palace', 'the Aravalli Range', 'Kumbhalgarh', 'Jhalawar', 'Khejarla', 'Nahargarh Fort', 'Gagron Fort', 'Bhainsrorgarh', 'Baneshwar', 'Mt. Abu', 'Mukundara Hills']","['Rajasthan', 'Ahmedabad', 'Udaipur', 'Bikaner', 'Jaisalmer', 'Hawa Mahal', 'Devi Garh', 'Hill', 'Khejarla Fort', 'Mehrangarh Fort', 'Junagarh Fort', 'Jaigarh Fort', 'Desert Festival', 'Baneshwar Fair', 'Jaipur', 'Lunar Calendar', 'Jaipur\nKajli Teej', 'Bundi', 'Kota', 'Marwar Festival']","['UNESCO World Heritage Site', 'Royal Palace', 'Rambagh Palace', 'a Heritage Hotel', 'The New York Times', 'Hill Forts of Palaces', 'World Heritage', 'The six Hill Forts of', 'Jaisalmer', 'Festivals\nDepartment of Tourism of', 'Rajasthan Government', 'Camel Festival', 'Elephant Festival', 'Urs Ajmer Sharif', 'Wildlife Sanctuaries', 'Sariska Tiger Reserve', 'Trinetra Ganesh Temple', 'Karni Mata Temple', 'Rani Sati Temple', 'Asi']","['monument', 'site']","['military', 'religious', 'cultural']",ancient,north,tangible,-1
87,Spitbank Fort,Unknown,https://en.wikipedia.org/wiki/Spitbank_Fort,860,5023,data/raw\068_Spitbank Fort.json,data/cleaned data\.\068_Spitbank Fort.txt,"['Portsmouth', 'England']","['Spit Fort', 'E. H. Stewart', 'W. F. D. Jervois', 'Horse Sand', 'Jeremy Beadle']","['Royal Commission', 'Palmerston Forts', 'Solent', ""No Man's Land Fort"", 'Portsmouth', 'The Ministry of Defence', ""Ant & Dec's"", 'Spitbank', 'Scheduled Ancient Monument', 'Clarenco Forts', 'Driver/Nothing for Free', 'YouTube', 'Fortify Solent', 'Palmerston Forts Society']","['monument', 'art']","['military', 'cultural', 'architectural']",ancient,unknown,tangible,-1
88,Tourism in Rajasthan,Unknown,https://en.wikipedia.org/wiki/Tourism_in_Rajasthan,1292,8185,data/raw\068_Tourism in Rajasthan.json,data/cleaned data\.\068_Tourism in Rajasthan.txt,"['Rajasthan\nRajasthan', 'India', 'Jaipur', 'Pink City', 'The Walled City of Jaipur', 'Jodhpur', 'Rajasthan', 'Pichola Lake', 'Windows', 'Palace', 'the Aravalli Range', 'Kumbhalgarh', 'Jhalawar', 'Khejarla', 'Nahargarh Fort', 'Gagron Fort', 'Bhainsrorgarh', 'Baneshwar', 'Mt. Abu', 'Mukundara Hills']","['Rajasthan', 'Ahmedabad', 'Udaipur', 'Bikaner', 'Jaisalmer', 'Hawa Mahal', 'Devi Garh', 'Hill', 'Khejarla Fort', 'Mehrangarh Fort', 'Junagarh Fort', 'Jaigarh Fort', 'Desert Festival', 'Baneshwar Fair', 'Jaipur', 'Lunar Calendar', 'Jaipur\nKajli Teej', 'Bundi', 'Kota', 'Marwar Festival']","['UNESCO World Heritage Site', 'Royal Palace', 'Rambagh Palace', 'a Heritage Hotel', 'The New York Times', 'Hill Forts of Palaces', 'World Heritage', 'The six Hill Forts of', 'Jaisalmer', 'Festivals\nDepartment of Tourism of', 'Rajasthan Government', 'Camel Festival', 'Elephant Festival', 'Urs Ajmer Sharif', 'Wildlife Sanctuaries', 'Sariska Tiger Reserve', 'Trinetra Ganesh Temple', 'Karni Mata Temple', 'Rani Sati Temple', 'Asi']","['monument', 'site']","['military', 'religious', 'cultural']",ancient,north,tangible,-1
89,Fort William Historical Park,Unknown,https://en.wikipedia.org/wiki/Fort_William_Historical_Park,984,6103,data/raw\069_Fort William Historical Park.json,data/cleaned data\.\069_Fort William Historical Park.txt,"['Thunder Bay', 'Ontario', 'Fort William', 'the Kaministiquia River', 'Britain', 'the United States', 'fort', 'Ojibwa', 'Canada']","['Fort William Historical Park\nFort William Historical Park', 'Fort William', 'Fort Kaministiquia', 'Fort William Historical Park', 'bark canoe', ""Fort William's"", 'Ont', 'Rolf P. Harder', 'Fort William Historical']","['Point de Meuron', ""Hudson's Bay Company"", 'The North West Company', 'the American Revolutionary War', ""North West Company's"", 'the Thunder Bay Historical Society', 'Natives', 'Ojibwa', ""The North West Company's"", 'the Canadian Museum of Civilization', 'Canada Post', 'the “Forts Across Canada Series', 'Ashton-Potter Limited']","['monument', 'site']","['military', 'cultural', 'architectural']",modern,unknown,tangible,-1
90,Falaknuma Palace,Unknown,https://en.wikipedia.org/wiki/Falaknuma_Palace,1010,5908,data/raw\070_Falaknuma Palace.json,data/cleaned data\.\070_Falaknuma Palace.txt,"['Hyderabad', 'Telangana', 'India', 'Falaknuma', 'Charminar', 'Urdu', 'Tudor', 'Quran', 'Europe', 'Mardana', 'Princess Esra', 'Palace']","['Falaknuma Palace\nFalaknuma', 'Nawab', 'Viqar-ul-Umra', 'Falaknuma', 'William Ward Marret', 'Gol Bangla', 'Zenana Mehal', 'Vicar', 'Zanana Mahel', 'Ali Khan', 'Viqar', 'George V', 'Queen Mary', 'Edward VIII', 'Tsar Nicholas II', 'Aga Khan IV', 'Narendra Modi']","['the Nizam of Hyderabad', 'Hyderabad', 'Nizam', 'Taj Group', 'Taj Faluknama Palace', 'Palace', 'the State Reception Room', 'Ballroom', 'the Falaknuma Palace', 'the 6th Nizam of Hyderabad', 'the Bank of Bengal', 'Nizam of Hyderabad', 'Rajendra Prasad', 'the Taj Group of Hotels', 'Osler', 'Chola']","['monument', 'architecture']","['royal', 'architectural', 'cultural']",medieval,south,tangible,-1
